#---------------------------------------------------------
# Best fthr for global dispersion optimisation for ASIC005.
# Rows: #Channels
# Columns: Peaking time
#---------------------------------------------------------
6	3	4	2	1	0	0	0	
1	0	0	0	0	0	0	0	
6	6	6	5	5	6	6	6	
3	3	3	3	3	3	3	3	
7	7	7	7	7	7	7	7	
2	2	3	2	2	2	2	2	
7	7	7	7	7	7	7	7	
7	7	7	7	7	7	7	7	
5	6	6	6	6	6	7	7	
5	5	5	5	5	5	6	6	
2	2	2	2	2	3	3	3	
7	7	7	7	7	7	7	7	
6	6	6	6	6	7	7	7	
7	7	7	7	7	7	7	7	
1	1	1	1	1	1	1	1	
3	3	3	3	3	4	4	4	
2	2	2	2	2	2	2	2	
2	2	2	2	2	2	2	2	
7	7	7	7	7	7	7	7	
3	2	2	2	3	2	2	3	
1	1	1	1	1	1	1	1	
0	0	0	0	0	0	0	0	
7	7	7	7	7	7	7	7	
7	7	7	7	7	7	7	7	
6	6	6	6	6	6	6	6	
4	4	4	4	4	4	4	4	
4	4	4	4	4	4	4	4	
4	3	4	4	4	3	4	4	
4	4	4	4	4	4	4	4	
0	0	0	0	0	0	0	0	
7	7	7	7	7	7	7	7	
7	7	7	7	6	7	7	7	
