#---------------------------------------------------------
# Best fthr for global dispersion optimisation for ASIC034.
# Rows: #Channels
# Columns: Peaking time
#---------------------------------------------------------
7	7	6	5	4	3	3	3	
5	5	5	5	5	5	5	5	
7	7	7	7	7	7	7	7	
2	2	1	1	1	1	1	1	
0	0	0	0	0	0	0	0	
5	5	5	5	5	5	5	5	
4	4	4	4	4	4	4	4	
7	7	7	7	7	7	7	7	
7	7	7	7	7	7	7	7	
0	1	1	1	1	1	1	1	
6	6	6	7	7	7	7	7	
5	5	5	6	6	6	6	6	
7	7	7	7	7	7	7	7	
3	3	3	3	3	3	4	3	
0	0	0	0	0	0	0	0	
7	7	7	7	7	7	7	7	
7	7	7	7	7	7	7	7	
7	7	7	7	7	7	7	7	
1	1	1	1	1	1	1	1	
0	0	0	0	0	0	0	0	
7	7	7	7	7	7	7	7	
7	7	7	7	7	7	7	7	
0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	
7	7	7	7	7	7	7	7	
4	4	4	4	4	4	4	4	
0	0	0	0	0	0	0	0	
7	7	7	7	7	7	7	7	
0	0	0	0	0	0	0	0	
6	6	6	6	5	6	6	6	
4	4	4	4	4	4	4	4	
0	0	0	0	0	0	0	0	
